State,Council,What's On?,Icon,Short description,Suitable for,Day,Time,Where?,Address,Timezone,Term dates
NSW,Randwick City Council,Russian Rhyme Time | Poteshka,ESL,"Russian Rhyme Time is a monthly program for children between 0-5 years. Children can enjoy music, rhymes and stories in Russian every month of the year, except on public holidays. Bookings essential online for each session- see website!",0 - 5 years,Friday,11:30am - 12:00pm,Margaret Martin Library,"Level 1, Royal Randwick Shopping Centre, Belmore Road, Randwick NSW 2031",AEDT,Not available in school holidays or public holidays
NSW,Randwick City Council,Saturday Story Time,books,"Rhymes, music and stories for young children between 0-5 years and their parents or carers, running every week.",0 - 5 years,Saturday,10:30am - 11:00am,Malabar Community Library,"1203 Anzac Parade, Matraville NSW 2036",AEDT,Not available in school holidays or public holidays
NSW,Randwick City Council,Sing Along in Cantonese,ESL,"A monthly early literacy program for children 0-5 years. Enjoy songs, rhymes and storytelling in Cantonese. Bookings are essential - see website.  NOTE: this only runs very month on the 1st Wednesday of the month.",0 - 5 years,Wednesday,10:00am - 10:30am,Lionel Bowen Library,"669-673 Anzac Pde, Maroubra NSW 2035",AEDT,Not available in school holidays or public holidays
NSW,Randwick City Council,Babies Love Books in French - Les Bébés Aiment Les Livres,ESL,"A monthly program for children 0-5 years. Enjoy music, rhymes and stories in French language. Bookings essential- see website. NOTE: this only runs very month on the 1st Wednesday of the month.",0 - 5 years,Wednesday,10:45am - 11:15am,Lionel Bowen Library,"669-673 Anzac Pde, Maroubra NSW 2035",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Tibetan Story Time,ESL,"Enjoy stories, songs, rhymes, and games to support Tibetan language and literacy for children aged 0 - 5 years.  NOTE: this only runs fortnightly on Thursdays",0 - 5 years,Thursday,11:00am - 11:30am,Dee Why Library,"725 Pittwater Rd, Dee Why NSW 2099",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Story Time,books,Storytime with books and rhymes for young children.,0 - 5 years,Tuesday,11:00am - 11:30am,Constitution Hill Library,"73 Wigram Street, Constitution Hill NSW 2145",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Story Time,books,Storytime with books and rhymes for young children.,0 - 5 years,Wednesday,11:00am - 11:30am,Constitution Hill Library,"73 Wigram Street, Constitution Hill NSW 2145",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Story Time,books,Storytime with books and rhymes for young children.,0 - 5 years,Tuesday,10:30am - 11:00am,Dundas Library,"9-11 Sturt Street, Dundas NSW 2117",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Bibs and Books,infant_session,Interactive session for babies with songs and stories.,0 - 2 years,Thursday,10:30am - 11:00am,Dundas Library,"9-11 Sturt Street, Dundas NSW 2117",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Story Time,books,Engaging stories for children of all ages.,0 - 5 years,Wednesday,10:30am - 11:00am,Ermington Library,"5 River Road, Ermington NSW 2115",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Story Time,books,Fun and interactive storytime session for young children.,0 - 5 years,Friday,10:00am - 10:30am,Ermington Library,"5 River Road, Ermington NSW 2115",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Story Time (Auslan Interpreted),no_hearing,Auslan-interpreted storytime session for deaf and hearing children.  NOTE: this only runs on the final Monday of the month,0 - 5 years,Monday,1:30pm - 2:00pm,Parramatta Library,"1-3 Fitzwilliam Street, Parramatta NSW 2150",AEDT,Not available in school holidays or public holidays
NSW,Ryde City Council,Rhymetime,rhymetime,"Introduce your baby to popular rhymes, songs, and fingerplays.",0 - 5 years,Friday,10:15am - 10:45am,Gladesville Library,"6 Pittwater Road, Gladesville NSW 2111",AEDT,Not available in school holidays or public holidays
NSW,Ryde City Council,Stories & Play,books,Come and join us for a wonderful morning of stories and play!,0 - 5 years,Saturday,11:00am — 12:00pm,North Ryde Library,"201 Coxs Road, North Ryde NSW 2113",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Pyjama Story Time,moon,Evening storytime session for families in their pyjamas.  NOTE: this only runs on the first Monday of the month,0 - 8 years,Monday,6:30pm - 7:00pm,Parramatta Library,"1-3 Fitzwilliam Street, Parramatta NSW 2150",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Family Story Time,books,Fun family storytime for all ages.,0 - 8 years,Saturday,10:30am - 11:00am,Parramatta Library,"1-3 Fitzwilliam Street, Parramatta NSW 2150",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Family Story Time,books,Fun family storytime for all ages.,0 - 8 years,Sunday,10:30am - 11:00am,Parramatta Library,"1-3 Fitzwilliam Street, Parramatta NSW 2150",AEDT,Not available in school holidays or public holidays
NSW,Randwick City Council,Babies Love Books,infant_session,Come along to sing songs and listen to stories with your baby! Bookings essential online (bookings open one week in advance) - see website!,0 - 1.5 years,Friday,10:00am - 10:30am,Margaret Martin Library,"Level 1, Royal Randwick Shopping Centre, Belmore Road, Randwick NSW 2031",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,infant_session,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies!",0.5 - 1.5 years,Tuesday,10:00am - 10:30am,Bankstown Library and Knowledge Centre,"80 Rickard Road, Bankstown NSW 2200",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,infant_session,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies!",0.5 - 1.5 years,Tuesday,11:00am - 11:30am,Bankstown Library and Knowledge Centre,"80 Rickard Road, Bankstown NSW 2200",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,infant_session,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies!",0.5 - 1.5 years,Wednesday,9:45am - 10:15am,Campsie Library and Knowledge Centre,"14/28 Amy Street, Campsie NSW 2194",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,infant_session,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies! Bookings required: Bookings taken by phone from 9.30am on Mondays (​9707 9740)",0.5 - 2 years,Thursday,10:00am - 10:30am,Chester Hill Library and Knowledge Centre,"12 Chester Hill Road, Chester Hill NSW 2162",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,infant_session,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies! Bookings required: Bookings taken by phone from 9.30am on Mondays (​9707 9740)",0.5 - 2 years,Thursday,11:00am - 11:30am,Chester Hill Library and Knowledge Centre,"12 Chester Hill Road, Chester Hill NSW 2162",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,infant_session,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies!",0.5 - 2 years,Wednesday,9:30am - 10:00am,Earlwood Library and Knowledge Centre,"Corner William Street &, Homer Street, Earlwood NSW 2206",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,infant_session,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies! Bookings required",0.5 - 2 years,Tuesday,10:00am - 10:30am,Greenacre Library and Knowledge Centre,"Community Place, Greenacre NSW 2190",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,infant_session,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies! ",0.5 - 2 years,Tuesday,11:00am - 11:30am,Lakemba Library and Knowledge Centre,"62 The Boulevarde, Lakemba NSW 2195",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,infant_session,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies! ",0.5 - 2 years,Friday,10:00am - 10:30am,Padstow Library and Knowledge Centre,"132 Cahors Road, Padstow NSW 2211",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,infant_session,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies!  Bookings required on the day from 9:30am",0.5 - 2 years,Wednesday,"10:00am - 10:30am
11:00am - 11:30am",Panania Library and Knowledge Centre,"Cnr Tower Street &, Anderson Ave, Panania NSW 2213",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,infant_session,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies!  Bookings required on the day from 9:30am",0.5 - 2 years,Friday,10:00am - 10:30am,Panania Library and Knowledge Centre,"Cnr Tower Street &, Anderson Ave, Panania NSW 2213",AEDT,Not available in school holidays or public holidays
NSW,Randwick City Council,Busy Book Worms,rhymetime,"Bring your busy little bookworm to our supportive and playful learning space where they will have a happy time developing language skills through songs, movement and stories! Bookings essential online (bookings open one week in advance) - see website!",1 - 2 years,Friday,10:45am - 11:15am,Margaret Martin Library,"Level 1, Royal Randwick Shopping Centre, Belmore Road, Randwick NSW 2031",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,rhymetime,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions. When attending a session at Manly Library, remember to collect a free ticket from the front counter to secure your spot. ",1 - 2 years,Monday,"10:00am - 10:30am
10:30am - 11:00am",Manly Library,"1 Market Ln, Manly NSW 2095",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,rhymetime,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions.",1 - 2 years,Tuesday,10:00am - 10:30am,Glen Street Library,"Cnr Glen Street and, Blackbutts Rd, Frenchs Forest NSW 2085",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,rhymetime,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions.",1 - 2 years,Wednesday,10:00am - 10:30am,Forestville Library,"6 Darley St, Forestville NSW 2087",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,rhymetime,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions.",1 - 2 years,Wednesday,10:00am - 10:30am,Warringah Mall Library,"Shop 650/145 Old Pittwater Rd, Brookvale NSW 2100",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,rhymetime,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions.",1 - 2 years,Thursday,10:00am - 10:30am,Mona Vale Library,"1 Park St, Mona Vale NSW 2103",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,rhymetime,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions.",1 - 2 years,Thursday,10:00am - 10:30am,Warringah Mall Library,"Shop 650/145 Old Pittwater Rd, Brookvale NSW 2100",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,rhymetime,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions.",1 - 2 years,Friday,10:00am - 10:30am,Dee Why Library,"725 Pittwater Rd, Dee Why NSW 2099",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,rhymetime,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions.",1 - 2 years,Friday,10:00am - 10:30am,Glen Street Library,"Cnr Glen Street and, Blackbutts Rd, Frenchs Forest NSW 2085",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,rhymetime,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions.",1 - 2 years,Friday,10:00am - 10:30am,Mona Vale Library,"1 Park St, Mona Vale NSW 2103",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,rhymetime,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions. When attending a session at Manly Library, remember to collect a free ticket from the front counter to secure your spot. ",1 - 2 years,Friday,"10:00am - 10:30am
10:30am - 11:00am",Manly Library,"1 Market Ln, Manly NSW 2095",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Rhyme,rhymetime,"Join us for storytime for books, songs, games and fun.",1 - 3 years,Tuesday,10:00am - 10:30am,Lindfield Library,"265 Pacific Hwy, Lindfield NSW 2070",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Rhyme,rhymetime,"Join us for storytime for books, songs, games and fun.",1 - 3 years,Thursday,10:00am - 10:30am,Lindfield Library,"265 Pacific Hwy, Lindfield NSW 2070",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Rhyme,rhymetime,"Join us for storytime for books, songs, games and fun.",1 - 3 years,Wednesday,10:00am - 10:30am,Gordon Library,"799 Pacific Hwy, Gordon NSW 2072",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Rhyme,rhymetime,"Join us for storytime for books, songs, games and fun.",1 - 3 years,Friday,10:00am - 10:30am,Gordon Library,"799 Pacific Hwy, Gordon NSW 2072",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Rhyme,rhymetime,"Join us for storytime for books, songs, games and fun.",1 - 3 years,Wednesday,9:45am - 10:15am,St Ives Library,"166 Mona Vale Rd, St. Ives NSW 2075",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Rhyme,rhymetime,"Join us for storytime for books, songs, games and fun.",1 - 3 years,Friday,10:30am - 11:00am,St Ives Library,"166 Mona Vale Rd, St. Ives NSW 2075",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Rhyme,rhymetime,"Join us for storytime for books, songs, games and fun.",1 - 3 years,Wednesday,10:00am - 10:30am,Turramurra Library,"5 Ray St, Turramurra NSW 2074",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Rhyme,rhymetime,"Join us for storytime for books, songs, games and fun.",1 - 3 years,Thursday,10:00am - 10:30am,Turramurra Library,"5 Ray St, Turramurra NSW 2074",AEDT,Not available in school holidays or public holidays
NSW,Byron Shire Council,Storytime,toddler_session,Storytime session – Join us for a fun session of stories and songs to introduce your child to the wonderful world of books! Bookings not required.,1 - 3 years,Monday,10:00am - 10:30am,Mullumbimby Library,55 Dalley Street Mullumbimby NSW 2482,AEDT,Not available in school holidays or public holidays
NSW,Byron Shire Council,Storytime,toddler_session,Storytime session – Join us for a fun session of stories and songs to introduce your child to the wonderful world of books! Bookings not required.,1 - 3 years,Monday,10:30am - 11:00am,Brunswick Heads Library,7 Fingal Street Brunswick Heads NSW 2483,AEDT,Not available in school holidays or public holidays
NSW,Byron Shire Council,Storytime,toddler_session,Storytime session – Join us for a fun session of stories and songs to introduce your child to the wonderful world of books! Bookings not required.,1 - 3 years,Tuesday,10:30am - 11:00am,Byron Bay Library,69 Jonson Street Byron Bay NSW 2481,AEDT,Not available in school holidays or public holidays
NSW,Byron Shire Council,Storytime,toddler_session,Storytime session – Join us for a fun session of stories and songs to introduce your child to the wonderful world of books! Bookings not required.,1 - 3 years,Thursday,10:30am - 11:00am,Lennox Head Library,1 Mackney Lane Lennox Head NSW 2478,AEDT,Not available in school holidays or public holidays
NSW,Byron Shire Council,Storytime,toddler_session,Storytime session – Join us for a fun session of stories and songs to introduce your child to the wonderful world of books! Bookings not required.,1 - 3 years,Thursday,9:30am - 10:00am,Alstonville Library,8-10 Church Street Alstonville NSW 2477,AEDT,Not available in school holidays or public holidays
NSW,Byron Shire Council,Storytime,toddler_session,Storytime session – Join us for a fun session of stories and songs to introduce your child to the wonderful world of books! Bookings not required.,1 - 3 years,Friday,10:30am - 11:00am,Ballina Library,44 Cherry Street Ballina NSW 2478,AEDT,Not available in school holidays or public holidays
NSW,City of Sydney,Rhythm n Bubs,rhymetime,"This weekly experience is led by a team of passionate music educators from Mini Musica, Angie Who and the team at Cheeky Tunes, showcasing a range of musical performances inclusive to all. Explore the world of sound through playful activities, catchy tunes, and rhythmic adventures. From sing-alongs that spark imagination to hands-on percussion play, every session is crafted to inspire a love for music",1 - 5 years,Wednesday,10:30am - 11:15am,Darling Quarter,"1-11 Harbour St, Sydney NSW 2000 Playground Lawn (behind the Children's Playground), Darling Quarter. Wet weather: ARA Darling Quarter Theatre",AEDT,Not available in school holidays or public holidays
NSW,City of Sydney,Story Time,books,"This is a free 30 minute fun and animated story telling targeted to a younger audience 1 to 5 years old but older children are welcome to join in. Space is limited, booking is essential",1 - 5 years ,Monday,10:30am - 11:00am,Maybanke Community Centre,"87-89 Harris Street, Pyrmont NSW 2009",AEDT,Not available in school holidays or public holidays
NSW,Willoughby City Council,Toddler Time,toddler_session,"Fun stories, action songs and rhymes for busy toddlers. Bookings essential and opened one week in advance.",1 - 3 years,Thursday,10:00am - 10:30am,Chatswood Library,"Chatswood Concourse, 409 Victoria Ave, Chatswood NSW 2067",AEDT,Not available in school holidays or public holidays
NSW,Willoughby City Council,Toddler Time,toddler_session,"Fun stories, action songs and rhymes for busy toddlers. Bookings essential and opened one week in advance.",1 - 3 years,Wednesday,10:00am - 10:30am,Chatswood Library,"Chatswood Concourse, 409 Victoria Ave, Chatswood NSW 2067",AEDT,Not available in school holidays or public holidays
NSW,Bayside Council,Toddler Time,toddler_session,"30 minutes of songs, games and stories for toddlers up to age 3. ",1.5 - 3 years,Wednesday,10:30am - 11:00am,Arncliffe Library,"11 Firth St, Arncliffe NSW 2205",AEDT,Not available in school holidays or public holidays
NSW,Bayside Council,Toddler Time,toddler_session,"30 minutes of songs, games and stories for toddlers up to age 3. ",1.5 - 3 years,Thursday,10:30am - 11:00am,Bexley North Library,"24 Shaw St, Bexley North NSW 2207",AEDT,Not available in school holidays or public holidays
NSW,Bayside Council,Toddler Time,toddler_session,"30 minutes of songs, games and stories for toddlers up to age 3. Bookings essential - see website!",1.5 - 3 years,Tuesday,10:30am - 11:00am,Eastgardens Library,"152 Bunnerong Rd, Eastgardens NSW 2036",AEDT,Not available in school holidays or public holidays
NSW,Bayside Council,Toddler Time,toddler_session,"30 minutes of songs, games and stories for toddlers up to age 3. ",1.5 - 3 years,Tuesday,10:30am - 11:00am,Mascot Library,"2 Hatfield St, Mascot NSW 2020",AEDT,Not available in school holidays or public holidays
NSW,Bayside Council,Toddler Time,toddler_session,"30 minutes of songs, games and stories for toddlers up to age 3. ",1.5 - 3 years,Tuesday,10:30am - 11:00am,Sans Souci Library,"104 Russell Ave, Sans Souci NSW 2219",AEDT,Not available in school holidays or public holidays
NSW,Bayside Council,Toddler Time,toddler_session,"30 minutes of songs, games and stories for toddlers up to age 3. Bookings essential - see website!",1.5 - 3 years,Thursday,10:30am - 11:00am,Rockdale Library,"444/446 Princes Hwy, Rockdale NSW 2216",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Toddler Time,toddler_session,"Sessions include stories, dancing and songs.",1.5 - 3 years,Wednesday,10:00am - 11:00am,Bankstown Library and Knowledge Centre,"80 Rickard Road, Bankstown NSW 2200",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Toddler Time,toddler_session,"Sessions include stories, dancing and songs.",1.5 - 3 years,Wednesday,11:00am - 11:30am,Campsie Library and Knowledge Centre,"14/28 Amy Street, Campsie NSW 2194",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Toddler Time,toddler_session,"Sessions include stories, dancing and songs.",1.5 - 3 years,Thursday,9:45am - 10:15am,Campsie Library and Knowledge Centre,"14/28 Amy Street, Campsie NSW 2194",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Toddler Time,toddler_session,"Sessions include stories, dancing and songs.",1.5 - 3 years,Thursday,10:00am - 11:00am,Riverwood Library and Knowledge Centre,"80 Kentucky Road, Riverwood NSW 2210",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Together Time,toddler_session,"Together Time is a fun and engaging program designed to inspire curiosity and develop early literacy skills. Parents and carers are encouraged to interact with their child during the program by singing action songs and rhymes together, and joining others for a shared-book activity.",1.5 - 3 years,Friday,11:00am - 11:30am,Sutherland Library,"30/36 Belmont St, Sutherland NSW 2232",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Together Time,toddler_session,"Together Time is a fun and engaging program designed to inspire curiosity and develop early literacy skills. Parents and carers are encouraged to interact with their child during the program by singing action songs and rhymes together, and joining others for a shared-book activity.",1.5 - 3 years,Thursday,11:00am - 11:30am,Cronulla Library,"Cronulla Central, 38-60 Croydon St, Cronulla NSW 2230",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Together Time,toddler_session,"Together Time is a fun and engaging program designed to inspire curiosity and develop early literacy skills. Parents and carers are encouraged to interact with their child during the program by singing action songs and rhymes together, and joining others for a shared-book activity.",1.5 - 3 years,Wednesday,11:00am - 11:30am,Caringbah Library,"376/376-378 Port Hacking Rd, Caringbah NSW 2229",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Together Time,toddler_session,"Together Time is a fun and engaging program designed to inspire curiosity and develop early literacy skills. Parents and carers are encouraged to interact with their child during the program by singing action songs and rhymes together, and joining others for a shared-book activity.",1.5 - 3 years,Thursday,11:00am - 11:30am,Menai Library,"Allison Cres, Menai NSW 2234",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Together Time,toddler_session,"Together Time is a fun and engaging program designed to inspire curiosity and develop early literacy skills. Parents and carers are encouraged to interact with their child during the program by singing action songs and rhymes together, and joining others for a shared-book activity.",1.5 - 3 years,Wednesday,11:00am - 11:30am,Engadine Library,"116E Caldarra Ave, Engadine NSW 2233",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Rhyme Time,rhymetime,"Join us at Rhyme Time for simple stories, songs, and rhymes for babies, toddlers, and their carers.",1.5 - 3 years,Monday,11:00am - 11:30am,Hurstville Library,"Corner Dora Street and, Queens Rd, Hurstville NSW 2220",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Rhyme Time,rhymetime,"Join us at Rhyme Time for simple stories, songs, and rhymes for babies, toddlers, and their carers.",1.5 - 3 years,Tuesday,11:30am - 12:00pm,Penshurst Library,"630 Forest Rd, Penshurst NSW 2222",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Rhyme Time,rhymetime,"Join us at Rhyme Time for simple stories, songs, and rhymes for babies, toddlers, and their carers.",1.5 - 3 years,Thursday,11:00am - 11:30am,Clive James Kogarah Library and Service Centre,"Kogarah Town Square, Belgrave St, Kogarah NSW 2217",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Rhyme Time,rhymetime,"Join us at Rhyme Time for simple stories, songs, and rhymes for babies, toddlers, and their carers.",1.5 - 3 years,Friday,11:30am - 12:00pm,Oatley Library,"26 Letitia St, Oatley NSW 2223",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Toddler Time,rhymetime,Storytime with songs and activities for toddlers.,1.5 - 3 years,Tuesday,10:30am - 11:00am,Parramatta Library,"1-3 Fitzwilliam Street, Parramatta NSW 2150",AEDT,Not available in school holidays or public holidays
NSW,Hornsby Shire Council,Toddler Tales,rhymetime,"Introduces toddlers to a wide range of books, songs, and the opportunity to socialise.",1.5 - 3 years,Monday,10:00am - 10:30am,Hornsby Library,"28-44 George Street, Hornsby NSW 2077",AEDT,Not available in school holidays or public holidays
NSW,Randwick City Council,Bop 2 Books ,rhymetime,"Bop 2 Books is a weekly program for children aged between 24 - 36 months. Featuring rhymes, music and stories for young children and their parents or carers every week of the year on Tuesdays, except school holidays and public holidays. Come along and Bop! Bookings essential online (bookings open one week in advance). You must book into each session you wish to attend - see website! ",2 - 3 years,Tuesday,10:30am - 11:00am,Margaret Martin Library,"Level 1, Royal Randwick Shopping Centre, Belmore Road, Randwick NSW 2031",AEDT,Not available in school holidays or public holidays
NSW,Randwick City Council,Bop 2 Books ,rhymetime,"Bop 2 Books is a weekly program for children aged between 24 - 36 months. Featuring rhymes, music and stories for young children and their parents or carers every week of the year on Tuesdays, except school holidays and public holidays. Come along and Bop! Bookings essential online (bookings open one week in advance). You must book into each session you wish to attend - see website! ",2 - 3 years,Wednesday,10:30am - 11:00am,Lionel Bowen Library,"669-673 Anzac Pde, Maroubra NSW 2035",AEDT,Not available in school holidays or public holidays
NSW,Waverley,Rocking Rhyme Time,rhymetime,"Rocking Rhyme Time is a high energy morning of dancing, music, rhymes and stories.",2 - 4 years,Monday,10:15am - 10:45am,Waverley Library,"32-48 Denison St, Bondi Junction NSW 2022",AEDT,Not available in school holidays or public holidays
NSW,Waverley,Rocking Rhyme Time,rhymetime,"Rocking Rhyme Time is a high energy morning of dancing, music, rhymes and stories.",2 - 4 years,Tuesday,10:15am - 10:45am,Waverley Library,"32-48 Denison St, Bondi Junction NSW 2022",AEDT,Not available in school holidays or public holidays
NSW,Waverley,Rocking Rhyme Time,rhymetime,"Rocking Rhyme Time is a high energy morning of dancing, music, rhymes and stories.",2 - 4 years,Thursday,10:15am - 10:45am,Waverley Library,"32-48 Denison St, Bondi Junction NSW 2022",AEDT,Not available in school holidays or public holidays
NSW,Willoughby City Council,Japanese Story Time,ESL,"Enjoy songs, rhymes and stories in Japanese. Bookings essential.  NOTE: this only runs first Monday of the month",2 - 4 years,Monday,10:45am - 11:15am,Chatswood Library,"Chatswood Concourse, 409 Victoria Ave, Chatswood NSW 2067",AEDT,Not available in school holidays or public holidays
NSW,Randwick City Council,Sensory Story Time,sensory,"Join us for a fun and interactive storytime with books, songs, movement and therapeutic sensory play within a small group setting. Sensory Storytime is an inclusive early literacy and social play program aimed at autistic children and children with sensory processing differences. Bookings essential online (bookings open one month in advance) - see website!",2 - 5 years,Tuesday,10:30am - 11:30am,Lionel Bowen Library,"669-673 Anzac Pde, Maroubra NSW 2035",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Preschool Story Time,books,"These sessions are in English and include stories, songs and activities aimed at encouraging literacy and a love of reading from an early age. Booking required on the day from 9:30am - see website",2 - 5 years,Tuesday,11:00am - 12:00pm,Chester Hill Library and Knowledge Centre,"12 Chester Hill Road, Chester Hill NSW 2162",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Preschool Story Time,books,"These sessions are in English and include stories, songs and activities aimed at encouraging literacy and a love of reading from an early age.  No bookings required.",2 - 5 years,Wednesday,10:30am - 11:30am,Earlwood Library and Knowledge Centre,"Corner William Street &, Homer Street, Earlwood NSW 2206",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Preschool Story Time,books,"These sessions are in English and include stories, songs and activities aimed at encouraging literacy and a love of reading from an early age.  No bookings required.",2 - 5 years,Thursday,11:00am - 12:00pm,Greenacre Library and Knowledge Centre,"Community Pl, Greenacre NSW 2190",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Preschool Story Time,books,"These sessions are in English and include stories, songs and activities aimed at encouraging literacy and a love of reading from an early age.  No bookings required.",2 - 5 years,Wednesday,11:00am - 12:00pm,Lakemba Library and Knowledge Centre,"62 The Boulevarde, Lakemba NSW 2195",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Preschool Story Time,books,"These sessions are in English and include stories, songs and activities aimed at encouraging literacy and a love of reading from an early age. Booking required on the day from 9:30am",2 - 5 years,Tuesday,11:00am - 12:00pm,Padstow Library and Knowledge Centre,"132 Cahors Road, Padstow NSW 2211",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Preschool Story Time,books,"These sessions are in English and include stories, songs and activities aimed at encouraging literacy and a love of reading from an early age. Booking required on the day from 9:30am",2 - 5 years,Thursday,11:00am - 12:00pm,Padstow Library and Knowledge Centre,"132 Cahors Road, Padstow NSW 2211",AEDT,Not available in school holidays or public holidays
