name,start_time,end_time,day,location
Storytime,11:00,11:30,Monday,Richmond Library
Storytime,11:00,11:30,Tuesday,Collingwood Library
Storytime,11:00,11:30,Wednesday,Fitzroy Library
Storytime,11:00,11:30,Thursday,Carlton Library
Storytime,11:00,11:30,Friday,North Fitzroy Library
Greek Stories and Play,11:00,11:30,Wednesday,Richmond Library
Babytime,14:00,14:30,Monday,Bentleigh Library
Babytime,11:00,11:30,Friday,Bentleigh Library
Babytime,11:00,11:30,Monday,Carnegie Library and Community Centre
Babytime,14:00,14:30,Thursday,Carnegie Library and Community Centre
Babytime,11:00,11:30,Wednesday,Caulfield Library
Babytime,14:00,14:30,Tuesday,Elsternwick Library
Babytime,11:00,11:30,Thursday,Elsternwick Library
Storytime,11:00,11:30,Tuesday,Bentleigh Library
Storytime,11:00,11:30,Thursday,Bentleigh Library
Storytime,14:00,14:30,Sunday,Bentleigh Library
Storytime,11:00,11:30,Tuesday,Carnegie Library and Community Centre
Storytime,11:00,11:30,Friday,Carnegie Library and Community Centre
Storytime,14:00,14:30,Saturday,Carnegie Library and Community Centre
Storytime,14:00,14:30,Wednesday,Caulfield Library
Storytime,11:00,11:30,Friday,Elsternwick Library
Storytime,14:00,14:30,Tuesday,Clayton Library
Babytime,14:00,14:30,Wednesday,Glen Waverley Library
Babytime,14:00,14:30,Thursday,Mount Waverley Library
Babytime,13:30,14:00,Tuesday,Mulgrave Library
Babytime,14:00,14:30,Monday,Oakleigh Library
Babytime,14:00,14:30,Monday,Wheelers Hill Library
Storytime,10:30,11:00,Monday,Clayton Library
Storytime,10:30,11:00,Friday,Clayton Library
Storytime,10:30,11:00,Tuesday,Glen Waverley Library
Storytime,10:30,11:00,Thursday,Glen Waverley Library
Storytime,10:30,11:00,Tuesday,Mount Waverley Library
Storytime,10:30,11:00,Wednesday,Mount Waverley Library
Storytime,14:30,15:00,Tuesday,Mulgrave Library
Storytime,10:30,11:00,Wednesday,Oakleigh Library
Storytime,10:30,11:00,Thursday,Oakleigh Library
Storytime,10:30,11:00,Tuesday,Wheelers Hill Library
Storytime,10:30,11:00,Wednesday,Wheelers Hill Library
Sing Baby Sing,14:30,15:00,Friday,Ashburton Library
Sing Baby Sing,14:30,15:00,Wednesday,Balwyn Library
Sing Baby Sing,10:30,11:00,Wednesday,Camberwell Library
Sing Baby Sing,10:30,11:00,Thursday,Hawthorn Library
Sing Baby Sing,14:30,15:00,Tuesday,Kew Library 
Tiny Tots,10:30,11:00,Wednesday,Ashburton Library
Tiny Tots,10:30,11:00,Thursday,Balwyn Library
Tiny Tots,10:30,11:00,Tuesday,Camberwell Library
Tiny Tots,10:30,11:00,Monday,Kew Library 
Storytime,11:00,12:00,Thursday,Ashburton Library
Storytime,11:00,12:00,Monday,Balwyn Library
Storytime,11:00,12:00,Friday,Camberwell Library
Storytime,11:00,12:00,Tuesday,Greythorn Library Lounge 
Storytime,11:00,12:00,Tuesday,Hawthorn Library
Chinese Storytime ,11:00,12:00,Wednesday,Greythorn Library Lounge 
Rhyme time,10:15,10:45,Monday,Fairfield Library
Rhyme time,10:15,10:45,Tuesday,Northcote Library
Rhyme time,10:15,10:45,Wednesday,Preston Library
Rhyme time,10:15,10:45,Friday,Reservoir Library
Storytime,11:15,11:45,Monday,Fairfield Library
Storytime,11:15,11:45,Tuesday,Northcote Library
Storytime,11:15,11:45,Wednesday,Preston Library
Storytime,11:15,11:45,Friday,Reservoir Library
Storytime,10:30,11:00,Monday,Glenroy Library
Storytime,10:30,11:00,Wednesday,Campell Turnbull Library
Storytime,11:00,11:30,Thursday,Brunswick Library
Storytime,10:30,11:00,Friday,Coburg Library
Storytime,10:30,11:00,Friday,Fawkner Library
Toddlertime,10:30,11:00,Monday,Coburg Library
